SOC,OCV
0.56351,3.704
0.56371,3.7042
0.56391,3.7045
0.56411,3.7047
0.56431,3.705
0.56451,3.7052
0.56471,3.7055
0.56491,3.7058
0.56511,3.706
0.56531,3.7063
0.56551,3.7065
0.56571,3.7068
0.56591,3.7071
0.56611,3.7073
0.56631,3.7076
0.56651,3.7078
0.56671,3.7081
0.56691,3.7084
0.56711,3.7086
0.56731,3.7089
0.56751,3.7091
0.56771,3.7094
0.56791,3.7097
0.56811,3.7099
0.56831,3.7102
0.56851,3.7104
0.56871,3.7107
0.56891,3.711
0.56911,3.7112
0.56931,3.7115
0.56951,3.7117
0.56971,3.712
0.56991,3.7122
0.57011,3.7125
0.57031,3.7128
0.57051,3.713
0.57071,3.7133
0.57091,3.7135
0.57111,3.7138
0.57131,3.7141
0.57151,3.7143
0.57171,3.7146
0.57191,3.7148
0.57211,3.7151
0.57231,3.7153
0.57251,3.7156
0.57271,3.7159
0.57291,3.7161
0.57311,3.7164
0.57331,3.7166
0.57351,3.7169
0.57371,3.7171
0.57391,3.7174
0.57411,3.7177
0.57431,3.7179
0.57451,3.7182
0.57471,3.7185
0.57491,3.7187
0.57512,3.719
0.57532,3.7192
0.57552,3.7195
0.57572,3.7197
0.57592,3.72
0.57612,3.7202
0.57632,3.7205
0.57652,3.7207
0.57672,3.721
0.57692,3.7212
0.57712,3.7215
0.57732,3.7217
0.57752,3.722
0.57772,3.7222
0.57792,3.7225
0.57812,3.7227
0.57832,3.723
0.57852,3.7232
0.57872,3.7235
0.57892,3.7237
0.57912,3.724
0.57932,3.7242
0.57952,3.7245
0.57972,3.7247
0.57992,3.725
0.58012,3.7252
0.58032,3.7255
0.58052,3.7257
0.58072,3.7259
0.58092,3.7262
0.58112,3.7265
0.58132,3.7267
0.58152,3.7269
0.58172,3.7272
0.58192,3.7274
0.58212,3.7276
0.58232,3.7279
0.58252,3.7282
0.58272,3.7284
0.58292,3.7286
0.58312,3.7289
0.58332,3.7291
0.58352,3.7293
0.58372,3.7296
0.58392,3.7298
0.58412,3.7301
0.58432,3.7303
0.58452,3.7306
0.58472,3.7308
0.58492,3.731
0.58512,3.7313
0.58532,3.7315
0.58552,3.7317
0.58572,3.732
0.58592,3.7322
0.58612,3.7324
0.58632,3.7327
0.58652,3.7329
0.58672,3.7331
0.58692,3.7334
0.58712,3.7336
0.58732,3.7338
0.58752,3.7341
0.58772,3.7343
0.58792,3.7346
0.58812,3.7347
0.58832,3.735
0.58852,3.7353
0.58872,3.7355
0.58892,3.7357
0.58912,3.7359
0.58932,3.7362
0.58952,3.7364
0.58972,3.7366
0.58992,3.7368
0.59012,3.7371
0.59032,3.7373
0.59052,3.7375
0.59072,3.7378
0.59092,3.738
0.59112,3.7382
0.59132,3.7384
0.59152,3.7387
0.59172,3.7389
0.59192,3.7391
0.59212,3.7393
0.59232,3.7395
0.59252,3.7398
0.59272,3.74
0.59292,3.7402
0.59312,3.7404
0.59332,3.7407
0.59352,3.7409
0.59372,3.7411
0.59392,3.7413
0.59412,3.7416
0.59432,3.7418
0.59452,3.742
0.59472,3.7422
0.59492,3.7424
0.59512,3.7427
0.59532,3.7429
0.59552,3.7431
0.59572,3.7433
0.59592,3.7436
0.59612,3.7438
0.59632,3.744
0.59652,3.7442
0.59672,3.7444
0.59692,3.7446
0.59712,3.7449
0.59732,3.7451
0.59752,3.7453
0.59772,3.7455
0.59792,3.7457
0.59812,3.7459
0.59832,3.7461
0.59852,3.7463
0.59872,3.7466
0.59892,3.7468
0.59912,3.747
0.59932,3.7472
0.59952,3.7474
0.59972,3.7476
0.59992,3.7478
0.60012,3.7481
0.60032,3.7483
0.60052,3.7485
0.60072,3.7487
0.60092,3.7489
0.60112,3.7491
0.60132,3.7493
0.60152,3.7495
0.60172,3.7498
0.60192,3.75
0.60212,3.7502
0.60232,3.7504
0.60252,3.7506
0.60272,3.7508
0.60292,3.751
0.60312,3.7512
0.60332,3.7515
0.60352,3.7516
0.60372,3.7519
0.60392,3.7521
0.60412,3.7523
0.60432,3.7525
0.60452,3.7527
0.60472,3.7529
0.60492,3.7531
0.60512,3.7533
0.60532,3.7535
0.60552,3.7537
0.60572,3.7539
0.60592,3.7542
0.60612,3.7544
0.60632,3.7546
0.60652,3.7548
0.60672,3.755
0.60692,3.7552
0.60712,3.7554
0.60732,3.7556
0.60752,3.7558
0.60772,3.756
0.60792,3.7562
0.60812,3.7564
0.60832,3.7566
0.60852,3.7568
0.60872,3.757
0.60892,3.7572
0.60912,3.7574
0.60932,3.7577
0.60952,3.7578
0.60972,3.7581
0.60992,3.7582
0.61012,3.7585
0.61032,3.7586
0.61052,3.7589
0.61072,3.7591
0.61092,3.7593
0.61112,3.7595
0.61132,3.7597
0.61152,3.7599
0.61172,3.7601
0.61192,3.7602
0.61212,3.7605
0.61232,3.7607
0.61252,3.7608
0.61272,3.761
0.61292,3.7613
0.61312,3.7615
0.61332,3.7616
0.61352,3.7619
0.61372,3.762
0.61392,3.7623
0.61412,3.7625
0.61432,3.7627
0.61452,3.7629
0.61472,3.7631
0.61492,3.7633
0.61512,3.7635
0.61532,3.7636
0.61552,3.7638
0.61572,3.7641
0.61592,3.7642
0.61612,3.7644
0.61632,3.7646
0.61652,3.7648
0.61672,3.7651
0.61692,3.7653
0.61712,3.7655
0.61732,3.7657
0.61752,3.7658
0.61772,3.766
0.61792,3.7662
0.61812,3.7664
0.61832,3.7666
0.61852,3.7668
0.61872,3.767
0.61892,3.7672
0.61912,3.7674
0.61932,3.7676
0.61952,3.7678
0.61972,3.768
0.61992,3.7682
0.62012,3.7684
0.62032,3.7686
0.62052,3.7688
0.62072,3.769
0.62092,3.7692
0.62112,3.7694
0.62132,3.7696
0.62152,3.7697
0.62172,3.77
0.62192,3.7701
0.62212,3.7703
0.62232,3.7705
0.62252,3.7707
0.62272,3.7709
0.62292,3.7711
0.62312,3.7713
0.62332,3.7715
0.62352,3.7717
0.62372,3.7719
0.62392,3.7721
0.62412,3.7723
0.62432,3.7725
0.62452,3.7727
0.62472,3.7728
0.62492,3.773
0.62513,3.7732
0.62533,3.7734
0.62553,3.7736
0.62573,3.7738
0.62593,3.774
0.62613,3.7742
0.62633,3.7744
0.62653,3.7746
0.62673,3.7748
0.62693,3.775
0.62713,3.7752
0.62733,3.7754
0.62753,3.7755
0.62773,3.7757
0.62793,3.7759
0.62813,3.7761
0.62833,3.7763
0.62853,3.7765
0.62873,3.7767
0.62893,3.7769
0.62913,3.7771
0.62933,3.7773
0.62953,3.7775
0.62973,3.7777
0.62993,3.7779
0.63013,3.7781
0.63033,3.7782
0.63053,3.7784
0.63073,3.7786
0.63093,3.7788
0.63113,3.779
0.63133,3.7792
0.63153,3.7794
0.63173,3.7796
0.63193,3.7797
0.63213,3.7799
0.63233,3.7801
0.63253,3.7803
0.63273,3.7805
0.63293,3.7807
0.63313,3.7809
0.63333,3.781
0.63353,3.7813
0.63373,3.7814
0.63393,3.7816
0.63413,3.7818
0.63433,3.782
0.63453,3.7822
0.63473,3.7824
0.63493,3.7826
0.63513,3.7827
0.63533,3.783
0.63553,3.7831
0.63573,3.7834
0.63593,3.7835
0.63613,3.7837
0.63633,3.7839
0.63653,3.7841
0.63673,3.7843
0.63693,3.7845
0.63713,3.7847
0.63733,3.7848
0.63753,3.785
0.63773,3.7852
0.63793,3.7854
0.63813,3.7856
0.63833,3.7858
0.63853,3.7859
0.63873,3.7861
0.63893,3.7863
0.63913,3.7865
0.63933,3.7867
0.63953,3.7869
0.63973,3.787
0.63993,3.7872
0.64013,3.7874
0.64033,3.7876
0.64053,3.7878
0.64073,3.788
0.64093,3.7882
0.64113,3.7883
0.64133,3.7885
0.64153,3.7888
0.64173,3.7889
0.64193,3.7891
0.64213,3.7893
0.64233,3.7895
0.64253,3.7897
0.64273,3.7899
0.64293,3.79
0.64313,3.7902
0.64333,3.7904
0.64353,3.7906
0.64373,3.7908
0.64393,3.791
0.64413,3.7911
0.64433,3.7913
0.64453,3.7915
0.64473,3.7917
0.64493,3.7919
0.64513,3.7921
0.64533,3.7923
0.64553,3.7924
0.64573,3.7926
0.64593,3.7928
0.64613,3.793
0.64633,3.7932
0.64653,3.7933
0.64673,3.7935
0.64693,3.7937
0.64713,3.7939
0.64733,3.7941
0.64753,3.7943
0.64773,3.7944
0.64793,3.7947
0.64813,3.7948
0.64833,3.795
0.64853,3.7952
0.64873,3.7953
0.64893,3.7956
0.64913,3.7958
0.64933,3.7959
0.64953,3.7961
0.64973,3.7963
0.64993,3.7965
0.65013,3.7966
0.65033,3.7968
0.65053,3.797
0.65073,3.7972
0.65093,3.7974
0.65113,3.7976
0.65133,3.7977
0.65153,3.7979
0.65173,3.7981
0.65193,3.7983
0.65213,3.7985
0.65233,3.7987
0.65253,3.7988
0.65273,3.799
0.65293,3.7992
0.65313,3.7994
0.65333,3.7996
0.65353,3.7997
0.65373,3.7999
0.65393,3.8001
0.65413,3.8003
0.65433,3.8005
0.65453,3.8007
0.65473,3.8008
0.65493,3.801
0.65513,3.8012
0.65533,3.8014
0.65553,3.8015
0.65573,3.8017
0.65593,3.8019
0.65613,3.8021
0.65633,3.8022
0.65653,3.8024
0.65673,3.8026
0.65693,3.8028
0.65713,3.803
0.65733,3.8032
0.65753,3.8034
0.65773,3.8035
0.65793,3.8037
0.65813,3.8039
0.65833,3.804
0.65853,3.8042
0.65873,3.8044
0.65893,3.8046
0.65913,3.8048
0.65933,3.805
0.65953,3.8051
0.65973,3.8053
0.65993,3.8055
0.66013,3.8057
0.66033,3.8058
0.66053,3.806
0.66073,3.8062
0.66093,3.8064
0.66113,3.8066
0.66133,3.8068
0.66153,3.8069
0.66173,3.8071
0.66193,3.8073
0.66213,3.8075
0.66233,3.8076
0.66253,3.8078
0.66273,3.808
0.66293,3.8082
0.66313,3.8083
0.66333,3.8085
0.66353,3.8087
0.66373,3.8089
0.66393,3.8091
0.66413,3.8092
0.66433,3.8095
0.66453,3.8096
0.66473,3.8098
0.66493,3.8099
0.66513,3.8101
0.66533,3.8103
0.66553,3.8105
0.66573,3.8106
0.66593,3.8108
0.66613,3.811
0.66633,3.8112
0.66653,3.8114
0.66673,3.8115
0.66693,3.8117
0.66713,3.8119
0.66733,3.8121
0.66753,3.8123
0.66773,3.8124
0.66793,3.8126
0.66813,3.8128
0.66833,3.813
0.66853,3.8131
0.66873,3.8133
0.66893,3.8135
0.66913,3.8137
0.66933,3.8138
0.66953,3.8141
0.66973,3.8142
0.66993,3.8144
0.67013,3.8146
0.67033,3.8148
0.67053,3.8149
0.67073,3.8151
0.67093,3.8153
0.67113,3.8155
0.67133,3.8156
0.67153,3.8158
0.67173,3.816
0.67193,3.8161
0.67213,3.8163
0.67233,3.8165
0.67253,3.8167
0.67273,3.8169
0.67293,3.817
0.67313,3.8172
0.67333,3.8174
0.67353,3.8175
0.67373,3.8177
0.67393,3.8179
0.67413,3.818
0.67433,3.8182
0.67453,3.8184
0.67473,3.8186
0.67493,3.8187
0.67514,3.8189
0.67534,3.8191
0.67554,3.8193
0.67574,3.8194
0.67594,3.8196
0.67614,3.8198
0.67634,3.82
0.67654,3.8201
0.67674,3.8203
0.67694,3.8205
0.67714,3.8207
0.67734,3.8208
0.67754,3.821
0.67774,3.8212
0.67794,3.8213
0.67814,3.8215
0.67834,3.8217
0.67854,3.8218
0.67874,3.822
0.67894,3.8222
0.67914,3.8224
0.67934,3.8225
0.67954,3.8227
0.67974,3.8229
0.67994,3.8231
0.68014,3.8232
0.68034,3.8234
0.68054,3.8236
0.68074,3.8238
0.68094,3.8239
0.68114,3.8241
0.68134,3.8243
0.68154,3.8245
0.68174,3.8246
0.68194,3.8248
0.68214,3.825
0.68234,3.8252
0.68254,3.8253
0.68274,3.8255
0.68294,3.8256
0.68314,3.8259
0.68334,3.826
0.68354,3.8262
0.68374,3.8264
0.68394,3.8265
0.68414,3.8267
0.68434,3.8268
0.68454,3.827
0.68474,3.8272
0.68494,3.8274
0.68514,3.8276
0.68534,3.8277
0.68554,3.8279
0.68574,3.8281
0.68594,3.8282
0.68614,3.8284
0.68634,3.8286
0.68654,3.8287
0.68674,3.8289
0.68694,3.8291
0.68714,3.8293
0.68734,3.8294
0.68754,3.8296
0.68774,3.8297
0.68794,3.8299
0.68814,3.8301
0.68834,3.8302
0.68854,3.8304
0.68874,3.8306
0.68894,3.8308
0.68914,3.8309
0.68934,3.8311
0.68954,3.8313
0.68974,3.8315
0.68994,3.8316
0.69014,3.8318
0.69034,3.8319
0.69054,3.8321
0.69074,3.8323
0.69094,3.8325
0.69114,3.8326
0.69134,3.8328
0.69154,3.833
0.69174,3.8331
0.69194,3.8333
0.69214,3.8335
0.69234,3.8336
0.69254,3.8338
0.69274,3.834
0.69294,3.8341
0.69314,3.8343
0.69334,3.8345
0.69354,3.8347
0.69374,3.8348
0.69394,3.835
0.69414,3.8352
0.69434,3.8353
0.69454,3.8355
0.69474,3.8356
0.69494,3.8358
0.69514,3.836
0.69534,3.8362
0.69554,3.8363
0.69574,3.8365
0.69594,3.8367
0.69614,3.8368
0.69634,3.837
0.69654,3.8372
0.69674,3.8374
0.69694,3.8375
0.69714,3.8377
0.69734,3.8379
0.69754,3.838
0.69774,3.8382
0.69794,3.8383
0.69814,3.8385
0.69834,3.8387
0.69854,3.8388
0.69874,3.839
0.69894,3.8391
0.69914,3.8393
0.69934,3.8395
0.69954,3.8397
0.69974,3.8398
0.69994,3.84
0.70014,3.8401
0.70034,3.8403
0.70054,3.8405
0.70074,3.8406
0.70094,3.8408
0.70114,3.841
0.70134,3.8412
0.70154,3.8413
0.70174,3.8415
0.70194,3.8416
0.70214,3.8418
0.70234,3.842
0.70254,3.8421
0.70274,3.8423
0.70294,3.8425
0.70314,3.8427
0.70334,3.8428
0.70354,3.843
0.70374,3.8432
0.70394,3.8433
0.70414,3.8435
0.70434,3.8437
0.70454,3.8438
0.70474,3.844
0.70494,3.8441
0.70514,3.8443
0.70534,3.8444
0.70554,3.8446
0.70574,3.8448
0.70594,3.845
0.70614,3.8451
0.70634,3.8453
0.70654,3.8455
0.70674,3.8456
0.70694,3.8458
0.70714,3.8459
0.70734,3.8461
0.70754,3.8463
0.70774,3.8465
0.70794,3.8466
0.70814,3.8468
0.70834,3.8469
0.70854,3.8471
0.70874,3.8473
0.70894,3.8474
0.70914,3.8476
0.70934,3.8477
0.70954,3.8479
0.70974,3.8481
0.70994,3.8482
0.71014,3.8484
0.71034,3.8486
0.71054,3.8488
0.71074,3.8489
0.71094,3.849
0.71114,3.8492
0.71134,3.8494
0.71154,3.8496
0.71174,3.8497
0.71194,3.8499
0.71214,3.8501
0.71234,3.8502
0.71254,3.8504
0.71274,3.8505
0.71294,3.8507
0.71314,3.8508
0.71334,3.851
0.71354,3.8512
0.71374,3.8513
0.71394,3.8515
0.71414,3.8517
0.71434,3.8518
0.71454,3.852
0.71474,3.8521
0.71494,3.8523
0.71514,3.8525
0.71534,3.8526
0.71554,3.8528
0.71574,3.853
0.71594,3.8531
0.71614,3.8533
0.71634,3.8535
0.71654,3.8536
0.71674,3.8538
0.71694,3.8539
0.71714,3.8541
0.71734,3.8543
0.71754,3.8544
0.71774,3.8546
0.71794,3.8548
0.71814,3.8549
0.71834,3.855
0.71854,3.8553
0.71874,3.8554
0.71894,3.8556
0.71914,3.8557
0.71934,3.8559
0.71954,3.856
0.71974,3.8562
0.71994,3.8564
0.72014,3.8566
0.72034,3.8567
0.72054,3.8569
0.72074,3.857
0.72094,3.8572
0.72114,3.8573
0.72134,3.8575
0.72154,3.8577
0.72174,3.8578
0.72194,3.858
0.72214,3.8582
0.72234,3.8583
0.72254,3.8585
0.72274,3.8587
0.72294,3.8588
0.72314,3.8589
0.72334,3.8591
0.72354,3.8593
0.72374,3.8595
0.72394,3.8596
0.72414,3.8598
0.72434,3.8599
0.72454,3.8601
0.72474,3.8603
0.72494,3.8604
0.72515,3.8606
0.72535,3.8607
0.72555,3.8609
0.72575,3.8611
0.72595,3.8612
0.72615,3.8614
0.72635,3.8616
0.72655,3.8617
0.72675,3.8619
0.72695,3.862
0.72715,3.8622
0.72735,3.8623
0.72755,3.8625
0.72775,3.8626
0.72795,3.8628
0.72815,3.863
0.72835,3.8631
0.72855,3.8633
0.72875,3.8635
0.72895,3.8636
0.72915,3.8638
0.72935,3.864
0.72955,3.8641
0.72975,3.8643
0.72995,3.8644
0.73015,3.8646
0.73035,3.8647
0.73055,3.8649
0.73075,3.8651
0.73095,3.8653
0.73115,3.8654
0.73135,3.8655
0.73155,3.8657
0.73175,3.8659
0.73195,3.8661
0.73215,3.8662
0.73235,3.8664
0.73255,3.8665
0.73275,3.8667
0.73295,3.8669
0.73315,3.867
0.73335,3.8672
0.73355,3.8673
0.73375,3.8675
0.73395,3.8676
0.73415,3.8678
0.73435,3.868
0.73455,3.8681
0.73475,3.8683
0.73495,3.8685
0.73515,3.8686
0.73535,3.8688
0.73555,3.8689
0.73575,3.8691
0.73595,3.8693
0.73615,3.8694
0.73635,3.8696
0.73655,3.8698
0.73675,3.8699
0.73695,3.8701
0.73715,3.8702
0.73735,3.8704
0.73755,3.8705
0.73775,3.8707
0.73795,3.8709
0.73815,3.871
0.73835,3.8712
0.73855,3.8714
0.73875,3.8715
0.73895,3.8717
0.73915,3.8718
0.73935,3.872
0.73955,3.8722
0.73975,3.8723
0.73995,3.8725
0.74015,3.8726
0.74035,3.8728
0.74055,3.873
0.74075,3.8732
0.74095,3.8733
0.74115,3.8734
0.74135,3.8736
0.74155,3.8738
0.74175,3.8739
0.74195,3.8741
0.74215,3.8742
0.74235,3.8744
0.74255,3.8746
0.74275,3.8747
0.74295,3.8749
0.74315,3.8751
0.74335,3.8752
0.74355,3.8754
0.74375,3.8756
0.74395,3.8757
0.74415,3.8759
0.74435,3.876
0.74455,3.8762
0.74475,3.8764
0.74495,3.8765
0.74515,3.8767
0.74535,3.8768
0.74555,3.877
0.74575,3.8772
0.74595,3.8773
0.74615,3.8775
0.74635,3.8777
0.74655,3.8778
0.74675,3.878
0.74695,3.8782
0.74715,3.8783
0.74735,3.8785
0.74755,3.8786
0.74775,3.8788
0.74795,3.879
0.74815,3.8791
0.74835,3.8793
0.74855,3.8795
0.74875,3.8797
0.74895,3.8798
0.74915,3.8799
0.74935,3.8801
0.74955,3.8803
0.74975,3.8804
0.74995,3.8806
0.75015,3.8808
0.75035,3.8809
0.75055,3.8811
0.75075,3.8813
0.75095,3.8814
0.75115,3.8816
0.75135,3.8817
0.75155,3.8819
0.75175,3.8821
0.75195,3.8822
0.75215,3.8824
0.75235,3.8826
0.75255,3.8827
0.75275,3.8829
0.75295,3.8831
0.75315,3.8832
0.75335,3.8834
0.75355,3.8835
0.75375,3.8837
0.75395,3.8839
0.75415,3.884
0.75435,3.8842
0.75455,3.8843
0.75475,3.8845
0.75495,3.8847
0.75515,3.8848
0.75535,3.885
0.75555,3.8852
0.75575,3.8854
0.75595,3.8855
0.75615,3.8857
0.75635,3.8859
0.75655,3.886
0.75675,3.8862
0.75695,3.8863
0.75715,3.8865
0.75735,3.8867
0.75755,3.8868
0.75775,3.887
0.75795,3.8872
0.75815,3.8873
0.75835,3.8875
0.75855,3.8877
0.75875,3.8879
0.75895,3.888
0.75915,3.8882
0.75935,3.8884
0.75955,3.8885
0.75975,3.8887
0.75995,3.8888
0.76015,3.889
0.76035,3.8892
0.76055,3.8893
0.76075,3.8895
0.76095,3.8897
0.76115,3.8898
0.76135,3.89
0.76155,3.8902
0.76175,3.8903
0.76195,3.8905
0.76215,3.8907
0.76235,3.8908
0.76255,3.891
0.76275,3.8912
0.76295,3.8914
0.76315,3.8915
0.76335,3.8917
0.76355,3.8918
0.76375,3.892
0.76395,3.8922
0.76415,3.8923
0.76435,3.8925
0.76455,3.8927
0.76475,3.8929
0.76495,3.893
0.76515,3.8932
0.76535,3.8934
0.76555,3.8935
0.76575,3.8937
0.76595,3.8939
0.76615,3.894
0.76635,3.8942
0.76655,3.8944
0.76675,3.8945
0.76695,3.8947
0.76715,3.8949
0.76735,3.8951
0.76755,3.8952
0.76775,3.8954
0.76795,3.8956
0.76815,3.8957
0.76835,3.8959
0.76855,3.8961
0.76875,3.8963
0.76895,3.8964
0.76915,3.8966
0.76935,3.8968
0.76955,3.897
0.76975,3.8972
0.76995,3.8973
0.77015,3.8974
0.77035,3.8976
0.77055,3.8978
0.77075,3.898
0.77095,3.8981
0.77115,3.8983
0.77135,3.8985
0.77155,3.8987
0.77175,3.8989
0.77195,3.899
0.77215,3.8992
0.77235,3.8994
0.77255,3.8995
0.77275,3.8997
0.77295,3.8999
0.77315,3.9001
0.77335,3.9002
0.77355,3.9004
0.77375,3.9006
0.77395,3.9007
0.77415,3.9009
0.77435,3.9011
0.77455,3.9013
0.77475,3.9014
0.77495,3.9016
0.77516,3.9018
0.77536,3.902
0.77556,3.9022
0.77576,3.9023
0.77596,3.9025
0.77616,3.9027
0.77636,3.9028
0.77656,3.903
0.77676,3.9032
0.77696,3.9034
0.77716,3.9036
0.77736,3.9037
0.77756,3.9039
0.77776,3.9041
0.77796,3.9043
0.77816,3.9044
0.77836,3.9046
0.77856,3.9048
0.77876,3.905
0.77896,3.9051
0.77916,3.9053
0.77936,3.9055
0.77956,3.9057
0.77976,3.9059
0.77996,3.906
0.78016,3.9062
0.78036,3.9064
0.78056,3.9066
0.78076,3.9068
0.78096,3.9069
0.78116,3.9071
0.78136,3.9073
0.78156,3.9075
0.78176,3.9076
0.78196,3.9078
0.78216,3.908
0.78236,3.9082
0.78256,3.9084
0.78276,3.9085
0.78296,3.9087
0.78316,3.9089
0.78336,3.9091
0.78356,3.9093
0.78376,3.9095
0.78396,3.9097
0.78416,3.9099
0.78436,3.91
0.78456,3.9102
0.78476,3.9104
0.78496,3.9106
0.78516,3.9107
0.78536,3.9109
0.78556,3.9111
0.78576,3.9113
0.78596,3.9115
0.78616,3.9117
0.78636,3.9119
0.78656,3.912
0.78676,3.9122
0.78696,3.9124
0.78716,3.9126
0.78736,3.9128
0.78756,3.913
0.78776,3.9131
0.78796,3.9133
0.78816,3.9135
0.78836,3.9137
0.78856,3.9139
0.78876,3.9141
0.78896,3.9142
0.78916,3.9144
0.78936,3.9146
0.78956,3.9148
0.78976,3.915
0.78996,3.9152
0.79016,3.9153
0.79036,3.9156
0.79056,3.9157
0.79076,3.9159
0.79096,3.9161
0.79116,3.9163
0.79136,3.9165
0.79156,3.9166
0.79176,3.9168
0.79196,3.9171
0.79216,3.9173
0.79236,3.9174
0.79256,3.9176
0.79276,3.9178
0.79296,3.918
0.79316,3.9181
0.79336,3.9184
0.79356,3.9185
0.79376,3.9187
0.79396,3.9189
0.79416,3.9191
0.79436,3.9193
0.79456,3.9195
0.79476,3.9196
0.79496,3.9199
0.79516,3.9201
0.79536,3.9202
0.79556,3.9205
0.79576,3.9206
0.79596,3.9208
0.79616,3.9211
0.79636,3.9212
0.79656,3.9214
0.79676,3.9216
0.79696,3.9218
0.79716,3.922
0.79736,3.9222
0.79756,3.9224
0.79776,3.9226
0.79796,3.9228
0.79816,3.9229
0.79836,3.9231
0.79856,3.9233
0.79876,3.9235
0.79896,3.9237
0.79916,3.9239
0.79936,3.9241
0.79956,3.9243
0.79976,3.9245
0.79996,3.9247
0.80016,3.9249
0.80036,3.9251
0.80056,3.9253
0.80076,3.9255
0.80096,3.9257
0.80116,3.9259
0.80136,3.9261
0.80156,3.9263
0.80176,3.9264
0.80196,3.9266
0.80216,3.9268
0.80236,3.9271
0.80256,3.9273
0.80276,3.9274
0.80296,3.9276
0.80316,3.9278
0.80336,3.928
0.80356,3.9282
0.80376,3.9284
0.80396,3.9286
0.80416,3.9288
0.80436,3.929
0.80456,3.9292
0.80476,3.9294
0.80496,3.9297
0.80516,3.9298
0.80536,3.9301
0.80556,3.9302
0.80576,3.9304
0.80596,3.9306
0.80616,3.9308
0.80636,3.931
0.80656,3.9312
0.80676,3.9314
0.80696,3.9316
0.80716,3.9318
0.80736,3.932
0.80756,3.9322
0.80776,3.9325
0.80796,3.9326
0.80816,3.9329
0.80836,3.933
0.80856,3.9333
0.80876,3.9335
0.80896,3.9337
0.80916,3.9339
0.80936,3.9341
0.80956,3.9343
0.80976,3.9344
0.80996,3.9347
0.81016,3.9349
0.81036,3.9351
0.81056,3.9353
0.81076,3.9355
0.81096,3.9357
0.81116,3.9359
0.81136,3.9361
0.81156,3.9363
0.81176,3.9365
0.81196,3.9367
0.81216,3.9369
0.81236,3.9371
0.81256,3.9373
0.81276,3.9375
0.81296,3.9377
0.81316,3.9379
0.81336,3.9381
0.81356,3.9384
0.81376,3.9386
0.81396,3.9388
0.81416,3.939
0.81436,3.9392
0.81456,3.9394
0.81476,3.9396
0.81496,3.9398
0.81516,3.94
0.81536,3.9403
0.81556,3.9404
0.81576,3.9407
0.81596,3.9409
0.81616,3.9411
0.81636,3.9413
0.81656,3.9415
0.81676,3.9417
0.81696,3.9419
0.81716,3.9421
0.81736,3.9423
0.81756,3.9426
0.81776,3.9428
0.81796,3.943
0.81816,3.9432
0.81836,3.9434
0.81856,3.9436
0.81876,3.9438
0.81896,3.944
0.81916,3.9442
0.81936,3.9444
0.81956,3.9447
0.81976,3.9449
0.81996,3.9451
0.82016,3.9453
0.82036,3.9455
0.82056,3.9457
0.82076,3.9459
0.82096,3.9462
0.82116,3.9464
0.82136,3.9466
0.82156,3.9468
0.82176,3.947
0.82196,3.9472
0.82216,3.9474
0.82236,3.9477
0.82256,3.9479
0.82276,3.9481
0.82296,3.9483
0.82316,3.9485
0.82336,3.9487
0.82356,3.949
0.82376,3.9492
0.82396,3.9494
0.82416,3.9496
0.82436,3.9498
0.82456,3.95
0.82476,3.9503
0.82496,3.9505
0.82517,3.9507
0.82537,3.9509
0.82557,3.9511
0.82577,3.9513
0.82597,3.9516
0.82617,3.9518
0.82637,3.952
0.82657,3.9522
0.82677,3.9524
0.82697,3.9527
0.82717,3.9529
0.82737,3.9531
0.82757,3.9533
0.82777,3.9535
0.82797,3.9537
0.82817,3.954
0.82837,3.9542
0.82857,3.9544
0.82877,3.9546
0.82897,3.9548
0.82917,3.9551
0.82937,3.9553
0.82957,3.9555
0.82977,3.9557
0.82997,3.9559
0.83017,3.9562
0.83037,3.9564
0.83057,3.9566
0.83077,3.9568
0.83097,3.9571
0.83117,3.9573
0.83137,3.9575
0.83157,3.9577
0.83177,3.958
0.83197,3.9582
0.83217,3.9584
0.83237,3.9586
0.83257,3.9588
0.83277,3.9591
0.83297,3.9593
0.83317,3.9595
0.83337,3.9597
0.83357,3.9599
0.83377,3.9602
0.83397,3.9604
0.83417,3.9606
0.83437,3.9608
0.83457,3.9611
0.83477,3.9613
0.83497,3.9615
0.83517,3.9617
0.83537,3.962
0.83557,3.9622
0.83577,3.9624
0.83597,3.9627
0.83617,3.9629
0.83637,3.9631
0.83657,3.9633
0.83677,3.9636
0.83697,3.9638
0.83717,3.964
0.83737,3.9642
0.83757,3.9644
0.83777,3.9647
0.83797,3.9649
0.83817,3.9651
0.83837,3.9653
0.83857,3.9656
0.83877,3.9658
0.83897,3.966
0.83917,3.9662
0.83937,3.9665
0.83957,3.9667
0.83977,3.9669
0.83997,3.9672
0.84017,3.9674
0.84037,3.9676
0.84057,3.9679
0.84077,3.9681
0.84097,3.9683
0.84117,3.9685
0.84137,3.9688
0.84157,3.969
0.84177,3.9692
0.84197,3.9694
0.84217,3.9697
0.84237,3.9699
0.84257,3.9701
0.84277,3.9704
0.84297,3.9706
0.84317,3.9709
0.84337,3.9711
0.84357,3.9713
0.84377,3.9715
0.84397,3.9717
0.84417,3.972
0.84437,3.9722
0.84457,3.9724
0.84477,3.9726
0.84497,3.9729
0.84517,3.9731
0.84537,3.9734
0.84557,3.9736
0.84577,3.9738
0.84597,3.9741
